registry_embedding_id,registry_record_id,object_embedding_id,view_profile,embedding_model_id,text_hash,embedded_text,embedding,metadata
regemb_dc683362ab7a26de87e1da51,primitive.repo.code_templates_cosine_similarity_cosine_similarity_py.function.py_function_code_templates_cosine_similarity_cosine_similarity_run,,planning,canonical_embedding_pending,504c61594545b52a2c769fac85cf31c720780c7d07c0fcd8693588bbbce419f8,12 after artifact as at before callable candidate code compose cosine dag does enrich evidence false function generated graph information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature similarity source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_422c1fc21545260bac008b21,primitive.repo.code_templates_count_tokens_approx_count_tokens_approx_py.function.py_function_code_templates_count_tokens_approx_count_tokens_approx_run,,planning,canonical_embedding_pending,a4f36801f9971c341c0d7fc6eb9a3114b049ca0225ca61dcf0866f585c16ab2e,11 after approx artifact as at before callable candidate code compose count dag does enrich evidence function generated graph information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to tokens true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_dd94afe455bb9271a9c65d73,primitive.repo.code_templates_extract_email_extract_email_py.const.py_const_code_templates_extract_email_extract_email_email_re,,planning,canonical_embedding_pending,2f03fb9a1ad50da4157493ce1c11c58bbbb8c3f3d628ab681375367f11028f89,12 artifact as at before candidate code compose const dag email enrich evidence extract false generated graph information kind primitive promotion prove py python re real repo searchable source step symbol task templates to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_c9fff8172f64a66a44f1d9ea,primitive.repo.code_templates_extract_email_extract_email_py.function.py_function_code_templates_extract_email_extract_email_run,,planning,canonical_embedding_pending,fb7fd9ee09e08d8cf564df8270546dff9b4c9edf11b6bdcf3aa55775b1213109,15 after artifact as at before callable candidate code compose dag does email enrich evidence extract false function generated graph information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_f915435707634b21a5dacddc,primitive.repo.code_templates_extract_email_extract_email_py.var.py_var_code_templates_extract_email_extract_email_sample,,planning,canonical_embedding_pending,16a1569b62421d09bb2b53ba6a6f8286e41dff723c4152eac7cf7aec4194e8cf,44 artifact as at before candidate code compose dag email enrich evidence extract false generated graph information kind primitive promotion prove py python real repo sample searchable source step symbol task templates to use value var,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_227e10cdaf640b44c4361903,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_basic,,planning,canonical_embedding_pending,ebd1f7d92c1b3c558934d4359e117421b2bff1cf020758de44cf21a4a1ce11ef,11 after artifact as at basic before callable candidate code compose dag does email enrich evidence extract function generated graph information inventory kind logs not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_4fca3ceb42da576def8b03f0,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_dedup_case_insensitive,,planning,canonical_embedding_pending,dd2c44827171306989c899535c8b8de2b09ccd0414be524b9c393c988c9bb0fd,17 after artifact as at before callable candidate case code compose dag dedup does email enrich evidence extract function generated graph information insensitive inventory kind logs not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_06385ecdb672108a030b2f3c,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_empty,,planning,canonical_embedding_pending,b2c28de0456f6a9cd89c7d44fbe6eb45f63107403b18c26c8718f8d4cddbded1,24 after artifact as at before callable candidate code compose dag does email empty enrich evidence extract function generated graph information inventory kind logs not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_44d5ac0548a5a623254bfdac,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_no_emails,,planning,canonical_embedding_pending,0ffb9d8aa30e6631c56d6d27b945e985d814130f34a25583cb5a8647095bc316,29 after artifact as at before callable candidate code compose dag does email emails enrich evidence extract function generated graph information inventory kind logs no not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_3b82f0ca275e328dcfb70f00,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_missing_text,,planning,canonical_embedding_pending,d695e63dae99e3e3e2964bec5565df8e438bbc0e92a440d0f1a2883a93f7f0bc,34 after artifact as at before callable candidate code compose dag does email enrich evidence extract function generated graph information inventory kind logs missing not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests text to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_883df4b927ad50189aa81c72,primitive.repo.code_templates_extract_email_tests_test_extract_email_py.function.py_function_code_templates_extract_email_tests_test_extract_email_test_type_error,,planning,canonical_embedding_pending,4a71e2ccebcfd68d6e004ae2593a9b414fe404f4c3584a2b932ac0922ca6968e,39 after artifact as at before callable candidate code compose dag does email enrich error evidence extract function generated graph information inventory kind logs not observed or parameters primitive promote promotion proof prove py python real reason receipts repo return searchable signature source step symbol task templates test tests to type use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_b0d0794e0da56fb63517622f,primitive.repo.code_templates_extract_phone_e164_extract_phone_e164_py.const.py_const_code_templates_extract_phone_e164_extract_phone_e164_phone_candidate,,planning,canonical_embedding_pending,e521f216ba78060790b58ae3a2f43cce36838e7663f21f41564cc119ca9ca72f,14 artifact as at before candidate code compose const dag e164 enrich evidence extract false generated graph information kind phone primitive promotion prove py python real repo searchable source step symbol task templates to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_dab14d2b37a48ee1f3f55e07,primitive.repo.code_templates_extract_phone_e164_extract_phone_e164_py.const.py_const_code_templates_extract_phone_e164_extract_phone_e164_digits,,planning,canonical_embedding_pending,5f9a2c70a97e63c64115d3606941e879468317837cf44dd31af8d64d6ffba4f7,17 artifact as at before candidate code compose const dag digits e164 enrich evidence extract generated graph information kind phone primitive promotion prove py python real repo searchable source step symbol task templates to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_fe3c0a957001bc52a962f3e4,primitive.repo.code_templates_extract_phone_e164_extract_phone_e164_py.const.py_const_code_templates_extract_phone_e164_extract_phone_e164_keep,,planning,canonical_embedding_pending,e74c13e2a8266b0668ddf951aa64d64c8be9087ea07dcadc57ad55e3ea641bdb,18 artifact as at before candidate code compose const dag e164 enrich evidence extract generated graph information keep kind phone primitive promotion prove py python real repo searchable source step symbol task templates to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_8bbca5cb2598747ac4225423,primitive.repo.code_templates_extract_phone_e164_extract_phone_e164_py.function.py_function_code_templates_extract_phone_e164_extract_phone_e164_normalize,,planning,canonical_embedding_pending,551f5aa9e28e2cecac51ebc5d57924e24715f135de42ceb19956c03fc54693ac,21 after artifact as at before callable candidate cc code compose dag default does e164 enrich evidence extract function generated graph information inventory kind line logs name normalize not observed or parameter parameters phone primitive promote promotion proof prove py python raw real reason receipts repo required return searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_5a76b44f4e9f33bd254ec86e,primitive.repo.code_templates_extract_phone_e164_extract_phone_e164_py.function.py_function_code_templates_extract_phone_e164_extract_phone_e164_run,,planning,canonical_embedding_pending,6ed166d85e1c8e879b7687008630cdddafade619eb636ddef79dfef17c2c32ce,34 after artifact as at before callable candidate code compose dag does e164 enrich evidence extract function generated graph information inputs inventory kind line logs name not observed or parameter parameters phone primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_489bfb9226149739b4baae90,primitive.repo.code_templates_extract_url_extract_url_py.const.py_const_code_templates_extract_url_extract_url_url_re,,planning,canonical_embedding_pending,f0bb13a101ca7fc5c4fecf73b15563f17a6683d7cc037cff4b4e52438e517ab8,artifact as at before candidate code compose const dag enrich evidence extract false generated graph information kind primitive promotion prove py python re real repo searchable source step symbol task templates to url use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_d99ee4d69e22b165b9e06196,primitive.repo.code_templates_extract_url_extract_url_py.function.py_function_code_templates_extract_url_extract_url_run,,planning,canonical_embedding_pending,2eb3546710d3bece8094f2dc4e4cdc48ce40563ee33182af71fb6223ba8febb2,10 after artifact as at before callable candidate code compose dag does enrich evidence extract false function generated graph information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true url use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_134ef92efcfda25fedc32147,primitive.repo.code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_py.function.py_function_code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_jaro,,planning,canonical_embedding_pending,ecf9ba32eff87ea2d0674c74cb3194ecaadb80a56ba935970d78d7d3345b5a94,11 after artifact as at before callable candidate code compose dag does enrich evidence false function fuzzy generated graph information inventory jaro kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return s1 s2 searchable signature source step symbol task templates to true use winkler,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_94560c5c4491a8fdfe9dadc8,primitive.repo.code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_py.function.py_function_code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_jaro_winkler,,planning,canonical_embedding_pending,8783e779af77e300a2af21c746864f624ff103b18677be223914a6d797886ed9,52 after artifact as at before callable candidate code compose dag does enrich evidence false function fuzzy generated graph information inventory jaro kind line logs max name not observed or parameter parameters prefix primitive promote promotion proof prove py python real reason receipts repo required return s1 s2 searchable signature source step symbol task templates to true use winkler,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_15eff79d91444bfe5ae515b9,primitive.repo.code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_py.function.py_function_code_templates_fuzzy_jaro_winkler_fuzzy_jaro_winkler_run,,planning,canonical_embedding_pending,1089d4bba22b0d10ca2cb1decbed4aaab4231828b49ec7f3d9130ab92b4f77cb,65 after artifact as at before callable candidate code compose dag does enrich evidence function fuzzy generated graph information inputs inventory jaro kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use winkler,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_a6c6a56aedc53a04ed756234,primitive.repo.code_templates_normalize_date_normalize_date_py.const.py_const_code_templates_normalize_date_normalize_date_patterns,,planning,canonical_embedding_pending,3e6ce40ccffc95968321970f7d70881aa1413037dc5f1562d97cce9704db5338,14 artifact as at before candidate code compose const dag date enrich evidence false generated graph information kind normalize patterns primitive promotion prove py python real repo searchable source step symbol task templates to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_5169322a8762573d522996d5,primitive.repo.code_templates_normalize_date_normalize_date_py.function.py_function_code_templates_normalize_date_normalize_date_parse_one,,planning,canonical_embedding_pending,b46480202350af7043c9de6a36c3bbbe59de50dff02c793a8ed60d9c7f240a43,25 after artifact as at before callable candidate code compose dag date does enrich evidence function generated graph information inventory kind line logs name normalize not observed one or parameter parameters parse primitive promote promotion proof prove py python raw real reason receipts repo required return searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_d9172ca640016115929e9d47,primitive.repo.code_templates_normalize_date_normalize_date_py.function.py_function_code_templates_normalize_date_normalize_date_run,,planning,canonical_embedding_pending,1c8c33d1a60cc19ab9ea82b498110aa7320ddc527e34ea6936d52f1e6d470e6d,38 after artifact as at before callable candidate code compose dag date does enrich evidence false function generated graph information inputs inventory kind line logs name normalize not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_aa724148f888816fa8b0bd1e,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_parse_csv_rows_bool_input,,planning,canonical_embedding_pending,475e059fdcf1ebf6a7ff38f0e9a9bc81ef1301ad0aadf343b344bf30ee191279,13 after artifact as at before bool callable candidate code compose csv dag default does enrich evidence function generated graph information input inventory kind line logs name not observed or parameter parameters parse primitive promote promotion proof prove py python real reason receipts repo required return rows searchable signature source step symbol task templates to true use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_6bff5e2fd382b8bd465786a7,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_parse_csv_rows_delimiter_input,,planning,canonical_embedding_pending,a38ccda9db410d46bd1841cf9eff3a9201f62024f5e04caf2828e6eacd3371c1,21 after artifact as at before callable candidate code compose csv dag delimiter does enrich evidence function generated graph information input inventory kind line logs name not observed or parameter parameters parse primitive promote promotion proof prove py python real reason receipts repo required return rows searchable signature source step symbol task templates to true use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_dfb293d27bd7d5a883bd2161,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_parse_csv_rows_max_rows_input,,planning,canonical_embedding_pending,7314af4f071d38b58fae10c44af6975eab45cc75b2b46a2cecfc5d4911fb96ad,31 after artifact as at before callable candidate code compose csv dag does enrich evidence function generated graph information input inventory kind line logs max name not observed or parameter parameters parse primitive promote promotion proof prove py python real reason receipts repo required return rows searchable signature source step symbol task templates to true use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_7f8e84912bcfeac456cca2ec,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_parse_csv_rows_dedupe_headers,,planning,canonical_embedding_pending,52e6e30102de38829cbed76912f48791ea54f3287c4526b6e89c197f1736bc78,41 after artifact as at before callable candidate code compose csv dag dedupe does enrich evidence function generated graph headers information inventory kind line logs name not observed or parameter parameters parse primitive promote promotion proof prove py python real reason receipts repo required return rows searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_4d1c24c1c084950435263220,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_parse_csv_rows_run,,planning,canonical_embedding_pending,ab223ad8c43ea436e53c66057a2755f2af3c701c2f92dcadb9711eab18820038,52 after artifact as at before callable candidate code compose csv dag does enrich evidence function generated graph information inputs inventory kind line logs name not observed or parameter parameters parse primitive promote promotion proof prove py python real reason receipts repo required return rows run searchable signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_2f14563cadd06d8570f0022e,primitive.repo.code_templates_parse_csv_rows_parse_csv_rows_py.var.py_var_code_templates_parse_csv_rows_parse_csv_rows_sample,,planning,canonical_embedding_pending,182cb22bf33cb21b6e79d956106de26294105481b89cd8442768448d4e84593f,127 artifact as at before candidate code compose csv dag enrich evidence generated graph information kind parse primitive promotion prove py python real repo rows sample searchable source step symbol task templates to use value var,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_ded4b896248e245c2f802b9b,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_header_rows,,planning,canonical_embedding_pending,9c7af22bb5d8ace5cdbeafece90fc68e5d0747e73c830c1a9caf0566d571d308,13 after artifact as at before callable candidate code compose csv dag does enrich evidence function generated graph header information inventory kind logs not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_375b707f832e59ddb8b39662,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_semicolon_delimiter_and_trim,,planning,canonical_embedding_pending,3443f288aa09f0cad0db8d0f46d015c9dae19390d230fe5010b9141692e2f564,24 after artifact as at before callable candidate code compose csv dag delimiter does enrich evidence function generated graph information inventory kind logs not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable semicolon signature source step symbol task templates test tests to trim use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_4133e86d654a17440af2e59f,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_no_header_generates_column_names,,planning,canonical_embedding_pending,0ca6aecdf9310083d5b1b58d378ab8aa95d213164ce5f5e84bdd6efea7d62523,31 after artifact as at before callable candidate code column compose csv dag does enrich evidence function generated generates graph header information inventory kind logs names no not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_3792128588fe801bba7084d0,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_duplicate_and_blank_headers_are_stable,,planning,canonical_embedding_pending,d2c4147f63f5dc78e1f3fa87e10966ad29c6b991ef4a24aff931e68965f3be52,37 after are artifact as at before blank callable candidate code compose csv dag does duplicate enrich evidence function generated graph headers information inventory kind logs not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source stable step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_791c0a8c2865077f888cf2c2,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_missing_cells_are_empty_strings,,planning,canonical_embedding_pending,b5457c027ebac09ac1210035dda4a317c061eae800ad9f30bafe97f2254e5b1c,43 after are artifact as at before callable candidate cells code compose csv dag does empty enrich evidence function generated graph information inventory kind logs missing not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step strings symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_6e822ae24ba8fb7e68567cad,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_max_rows_truncates,,planning,canonical_embedding_pending,e30d316ed032bf4f30b81502e3b4c85e9e5069e6ffa346182a47e3306f66f796,48 after artifact as at before callable candidate code compose csv dag does enrich evidence function generated graph information inventory kind logs max not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step symbol task templates test tests to truncates use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_cf9f7f00ad16cb976a9218c6,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_empty_csv,,planning,canonical_embedding_pending,c1e32154ec8297515265ffd55e586347f7231ebf3a450f49769c2da687119e3a,55 after artifact as at before callable candidate code compose csv dag does empty enrich evidence function generated graph information inventory kind logs not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step symbol task templates test tests to use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_2675200e8c2627127208218c,primitive.repo.code_templates_parse_csv_rows_tests_test_parse_csv_rows_py.function.py_function_code_templates_parse_csv_rows_tests_test_parse_csv_rows_test_type_errors,,planning,canonical_embedding_pending,4e1111dc7714c80140ebfcba7402ac9da33ee1a5c8702193fa09cdf34a76b400,65 after artifact as at before callable candidate code compose csv dag does enrich errors evidence function generated graph information inventory kind logs not observed or parameters parse primitive promote promotion proof prove py python real reason receipts repo return rows searchable signature source step symbol task templates test tests to type use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_c444cc1f5bf969b311481d35,primitive.repo.code_templates_sha256_hash_sha256_hash_py.function.py_function_code_templates_sha256_hash_sha256_hash_run,,planning,canonical_embedding_pending,34c3bce7d158d34be9fbd7596d197102e31cb9fcefb2ab9cef45ae0af38efb1e,after artifact as at before callable candidate code compose dag does enrich evidence false function generated graph hash information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable sha256 signature source step symbol task templates to true use,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_feeec0d98ae4e913cf16ca23,primitive.repo.code_templates_validate_iban_validate_iban_py.const.py_const_code_templates_validate_iban_validate_iban_iban_lengths,,planning,canonical_embedding_pending,cf78a0d67fe3a20ce733b87d252a56be6aeb6d29b6f3102f49bc9a4fa439057f,artifact as at before candidate code compose const dag enrich evidence false generated graph iban information kind lengths primitive promotion prove py python real repo searchable source step symbol task templates to use validate value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_feae7ba6a4f8ee20b656f758,primitive.repo.code_templates_validate_iban_validate_iban_py.const.py_const_code_templates_validate_iban_validate_iban_iban_re,,planning,canonical_embedding_pending,54299eaaeca9d748e8afd710cd920ae2baca5c6d4366f34914fa106fc6391f13,21 artifact as at before candidate code compose const dag enrich evidence false generated graph iban information kind primitive promotion prove py python re real repo searchable source step symbol task templates to use validate value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_2edfbdac05147e4dc6b30fcf,primitive.repo.code_templates_validate_iban_validate_iban_py.function.py_function_code_templates_validate_iban_validate_iban_run,,planning,canonical_embedding_pending,2da38bc85ccb9231431b88f540053b2e2565c01d1addb72821c6522a2f364470,24 after artifact as at before callable candidate code compose dag does enrich evidence false function generated graph iban information inputs inventory kind line logs name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use validate,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_2d800c18e0dd2cfe3df05fa4,primitive.repo.code_templates_validate_luhn_validate_luhn_py.function.py_function_code_templates_validate_luhn_validate_luhn_luhn_check,,planning,canonical_embedding_pending,51da7cad9e4a882f1bf8c36e71bcdec9730e7d7e96f08b23dea9d4574dc87f56,11 after artifact as at before callable candidate check code compose dag digits does enrich evidence false function generated graph information inventory kind line logs luhn name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return searchable signature source step symbol task templates to true use validate,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_d204e5815daee05f501dfead,primitive.repo.code_templates_validate_luhn_validate_luhn_py.function.py_function_code_templates_validate_luhn_validate_luhn_run,,planning,canonical_embedding_pending,dd62e270ad6a97fb2efa52aae3a028681a5dd87feec571630a2c4958270187db,28 after artifact as at before callable candidate code compose dag does enrich evidence false function generated graph information inputs inventory kind line logs luhn name not observed or parameter parameters primitive promote promotion proof prove py python real reason receipts repo required return run searchable signature source step symbol task templates to true use validate,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_a275f48d884012e04ab00e3d,primitive.repo.hf_space_app_py.const.py_const_hf_space_app_here,,planning,canonical_embedding_pending,8c93628aea1f336286d12d77c06c5c76f401b64f31b1cb13d2845d3bee98d097,22 app artifact as at before candidate code compose const dag enrich evidence false generated graph here hf information kind primitive promotion prove py python real repo searchable source space step symbol task to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
regemb_8a9fb12cc1711a2208781bab,primitive.repo.hf_space_app_py.const.py_const_hf_space_app_root,,planning,canonical_embedding_pending,4023665f2709fcbdfb70dd1e607b73101e3c858760a894315ede4f9d5a039440,23 app artifact as at before candidate code compose const dag enrich evidence false generated graph hf information kind primitive promotion prove py python real repo root searchable source space step symbol task to use value,,"{""canonical_embedding_dim"": 384, ""serves_truth"": false, ""source"": ""primitive_registry_builder"", ""source_embedding_dim"": 64}"
