mutation_option_id,registry_record_id,mutator_agent_id,from_edge_id,target_edge_template,fit_class,precondition_status,confidence,reason,serves_truth
mutationoption_d81308045985e2fd5adb74c8,primitive.repo.scripts_acquisition_cell_priority_py.var.py_var_scripts_acquisition_cell_priority_cellsignals_acquisition_cost,mutator:core:output_field_wrapper@candidate,edge_03ad6ca45c0b4aaf93c0547d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6df099ad624078b254967497,primitive.repo.scripts_acquisition_cell_priority_py.var.py_var_scripts_acquisition_cell_priority_cellsignals_query_misses,mutator:core:output_field_wrapper@candidate,edge_a2f16173bd5656d215b91859,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8b2cb2ff28a37bc868f5124f,primitive.repo.scripts_acquisition_cell_priority_py.var.py_var_scripts_acquisition_cell_priority_cellsignals_notes,mutator:core:output_field_wrapper@candidate,edge_d5ff84d21d56616bcf81678d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a32ab963e33ee892594f2545,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_clamp01,mutator:core:output_field_wrapper@candidate,edge_7267a3ec165dae42c57d2a24,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6101b398ece1df77227f2cae,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_sourceable_from_tier,mutator:core:output_field_wrapper@candidate,edge_c49fb8a3a8a528418f95ae1c,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_2c653938c4710495ad78427d,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_expected_lift_from,mutator:core:output_field_wrapper@candidate,edge_ef4019623211d274cb328be0,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_3ad0dfc6902cfb3866b7f9bd,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_cell_priority,mutator:core:output_field_wrapper@candidate,edge_64ee9743b736e0259cad494f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_bc4775d82691ea15d0506492,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_rank_cells,mutator:core:output_field_wrapper@candidate,edge_7bf4ae91987cb9845897feea,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f78d2c315f3e31aa728d14f6,primitive.repo.scripts_acquisition_cell_priority_py.function.py_function_scripts_acquisition_cell_priority_self_test,mutator:core:output_field_wrapper@candidate,edge_f45953eaac18fe9e4d6779ab,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_2dd84368dbacc8422a83a6fc,primitive.repo.scripts_acquisition_cell_priority_py.instance.py_inst_scripts_acquisition_cell_priority_self_test_full,mutator:core:output_field_wrapper@candidate,edge_46f75e423fb7a41066978e56,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_7b8e583e5099b9ce4d848417,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_corpus_density_gap,mutator:core:output_field_wrapper@candidate,edge_52371907d87f89248c6a6103,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_13dc54796de8ef7914430697,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_query_miss_demand,mutator:core:output_field_wrapper@candidate,edge_771a870d33d5876038c2ac20,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a390ae2e78cd0c2120c1de62,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_source_tier_gap,mutator:core:output_field_wrapper@candidate,edge_af800667c3f43dddb023ba7f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_2780d589342ef4d559944b94,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_regulatory_velocity,mutator:core:output_field_wrapper@candidate,edge_bc4bc486218dcb8fe0c90f01,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_0c420a2f983d333868c41469,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_confident_hallucination,mutator:core:output_field_wrapper@candidate,edge_f96c3c56f05008c92f82bc29,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1aa712d5ad76195f11275ca0,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_cross_model_disagreement,mutator:core:model_cost_downshift@candidate,edge_7ac0c153ad6fbc42e18da3f4,"{""mutation"": ""model_cost_downshift""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b56da1a4865f93195b6ee2ed,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_cross_model_disagreement,mutator:core:output_field_wrapper@candidate,edge_7ac0c153ad6fbc42e18da3f4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d9959fddd79de193942e9580,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_hedge_rate,mutator:core:output_field_wrapper@candidate,edge_af42b16652f1c0842aeaf8c2,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5fd0ff621ca42a3a55dc7f1c,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_w_recency_gap,mutator:core:output_field_wrapper@candidate,edge_4bf2237ca4f2d0b251a7dc97,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_11f184c733c47db40d83190d,primitive.repo.scripts_acquisition_gap_screen_py.const.py_const_scripts_acquisition_gap_screen_screen_threshold,mutator:core:output_field_wrapper@candidate,edge_b3074251fcd8a81e6ae918b3,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8f66aa3d75acd705672f7af6,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_model_independent,mutator:core:model_cost_downshift@candidate,edge_9eabab1fca67a962011dd111,"{""mutation"": ""model_cost_downshift""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_cabca8f5702084926607e55c,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_model_independent,mutator:core:output_field_wrapper@candidate,edge_9eabab1fca67a962011dd111,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_4ef842f1bc3b31255addaf9d,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_bridge,mutator:core:output_field_wrapper@candidate,edge_d19f35b275bdfd6657cd2557,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f36291992a3b9a69ed6da9e7,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_model_dependent,mutator:core:model_cost_downshift@candidate,edge_c3ffab1ddc5b6b4ea83c519d,"{""mutation"": ""model_cost_downshift""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ec816186a1e8873fda792b4f,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_model_dependent,mutator:core:output_field_wrapper@candidate,edge_c3ffab1ddc5b6b4ea83c519d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_47deee063c21a496c092c8f4,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_weight,mutator:core:output_field_wrapper@candidate,edge_1734118dda1f6bf6389032f4,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f4327af03b54b0ff5971b51a,primitive.repo.scripts_acquisition_gap_screen_py.function.py_function_scripts_acquisition_gap_screen_clamp01,mutator:core:output_field_wrapper@candidate,edge_fe3657935c59d21db7968638,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f23fb7d97b96dca25bcb4f36,primitive.repo.scripts_acquisition_gap_screen_py.class.py_class_scripts_acquisition_gap_screen_gapsignals,mutator:core:output_field_wrapper@candidate,edge_d9121ff5e41b923208084378,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e554cdfbb7c37a6b17e124c4,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_corpus_density_gap,mutator:core:output_field_wrapper@candidate,edge_a6a74676592fbef6066d4605,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6f4da2bd43f1516b8dc53393,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_source_tier_gap,mutator:core:output_field_wrapper@candidate,edge_2c65523f304700d45cb0620b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_63d10fbc421985191d5c7369,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_regulatory_velocity,mutator:core:output_field_wrapper@candidate,edge_184e667d2a7a059d2f50736c,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_39d1c713648e22df8d9eb04c,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_query_misses,mutator:core:output_field_wrapper@candidate,edge_0b902b4c14b49754189939a0,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e477765e0debb03edb9129aa,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_confident_hallucination,mutator:core:output_field_wrapper@candidate,edge_3e9f94403d733ab398ab6603,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a10416c9a011b76aa6d57dbe,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_cross_model_disagreement,mutator:core:model_cost_downshift@candidate,edge_137399f294cbf5af29d70b17,"{""mutation"": ""model_cost_downshift""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_eee09f45c909726fdfe58bd0,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_cross_model_disagreement,mutator:core:output_field_wrapper@candidate,edge_137399f294cbf5af29d70b17,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f0c02459a1deb867f12eed31,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_hedge_rate,mutator:core:output_field_wrapper@candidate,edge_e2e121fc8c7a35df13ac582e,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e1808906ed1c6a5f0a8f2f9e,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_recency_gap,mutator:core:output_field_wrapper@candidate,edge_b2d6f7650571765973b53a4f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_275f4d364229015d5f1ab1ba,primitive.repo.scripts_acquisition_gap_screen_py.var.py_var_scripts_acquisition_gap_screen_gapsignals_notes,mutator:core:output_field_wrapper@candidate,edge_5170b510dbc6a16f973934ef,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_44ae0e132bf08487576b3a6a,primitive.repo.scripts_acquisition_gap_screen_py.method.py_method_scripts_acquisition_gap_screen_gapsignals_as_scores,mutator:core:output_field_wrapper@candidate,edge_9d0a8a4ee05afbab12f59047,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8ac3693a55c7304432086cdd,primitive.repo.scripts_acquisition_gap_screen_py.function.py_function_scripts_acquisition_gap_screen_screen,mutator:core:output_field_wrapper@candidate,edge_9ea91552c85d41682fdd6a3d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5cbd8799a9d9c40ce1a19db8,primitive.repo.scripts_acquisition_gap_screen_py.function.py_function_scripts_acquisition_gap_screen_screen_part,mutator:core:output_field_wrapper@candidate,edge_b1fa541a3c851164c209b8fb,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_d5bec096f5a7cd51c47830d7,primitive.repo.scripts_acquisition_gap_screen_py.function.py_function_scripts_acquisition_gap_screen_self_test,mutator:core:output_field_wrapper@candidate,edge_13a0ea3558df45bf1ccd1113,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8acf33a7dabe934033ab3408,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_root,mutator:core:output_field_wrapper@candidate,edge_d97c7ff0355fd08888b845af,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a059b1e41e49175f36e4815a,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_out_dir,mutator:core:output_field_wrapper@candidate,edge_97801ecf32b22a59f9ca94f9,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_bbff8b7cc20034c60ae9cbaf,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_api,mutator:core:local_api_implementation_swap@candidate,edge_cc0adf8657628b281cff96a1,"{""mutation"": ""local_api_implementation_swap""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_5ab10065872179b8b02acb7a,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_api,mutator:core:output_field_wrapper@candidate,edge_cc0adf8657628b281cff96a1,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f44e0cb8fd40c5df73a39af8,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_topic_queries,mutator:core:output_field_wrapper@candidate,edge_a94e06f304f6828795c55205,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8e94706bc8428f7d4cf63f78,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_keyword_queries,mutator:core:output_field_wrapper@candidate,edge_4c6a3a61617a0d1bd9ef1705,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_911c1e6fa9775f203b178745,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_permissive,mutator:core:output_field_wrapper@candidate,edge_202ab99ed725f2a230a79bdf,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_fa06c0877c839d579eee6769,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_copyleft,mutator:core:output_field_wrapper@candidate,edge_296a69fe29b93cc301bc609a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ba4d4d88591b74226c5fad4c,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_injection_signals,mutator:core:output_field_wrapper@candidate,edge_2c079a52d228b68eb4572b1f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a44c05ffede6b0f470d1d1f9,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_family,mutator:core:output_field_wrapper@candidate,edge_c51d0c3dba095aa82c3d086c,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_420fe982a2eb172b730833b8,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_classify,mutator:core:output_field_wrapper@candidate,edge_b2b6529ad8766beb2100fdb2,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_885110605bc66c9cd674d349,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_classify_has,mutator:core:output_field_wrapper@candidate,edge_fe262c4fb073d00744d42fc3,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b22339990d998f1ec6c23ce5,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_gate,mutator:core:output_field_wrapper@candidate,edge_5b5ebbdf6cf87b3482cab6bb,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_01031f9552329060b2e510af,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_normalize,mutator:core:output_field_wrapper@candidate,edge_b7079664ec81b6b36487c2f5,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_26c10b9890f9bed46f11fb1d,primitive.repo.scripts_acquisition_github_repo_harvester_py.const.py_const_scripts_acquisition_github_repo_harvester_csv_fields,mutator:core:output_field_wrapper@candidate,edge_04881c55f14811028a0c6aca,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_6dc653d2ded0ba110367c2e6,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_headers,mutator:core:output_field_wrapper@candidate,edge_99e4e6f0c39dce27fe65e35a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_737f8a8a9efacc28689b0cd2,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_get,mutator:core:output_field_wrapper@candidate,edge_340350668b3e502904f96ea3,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_46a76a6faa70167c80727122,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_harvest,mutator:core:output_field_wrapper@candidate,edge_b8f713525461521e5e56a528,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_9a366e603fffadf9788d8e34,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_write,mutator:core:output_field_wrapper@candidate,edge_b184f5f1f466354b448e9ff3,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_da910299cc81a68da26534fe,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_write_tally,mutator:core:output_field_wrapper@candidate,edge_2df34130881aa533d3ed9ba6,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_3d5c3dd53755c93ae7e3d69d,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_self_test,mutator:core:output_field_wrapper@candidate,edge_16415ec4e36c17a7a637f819,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_c2c91bb6c3b361e371fc680a,primitive.repo.scripts_acquisition_github_repo_harvester_py.function.py_function_scripts_acquisition_github_repo_harvester_main,mutator:core:output_field_wrapper@candidate,edge_50cb785a52b58d62f7448c4b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b5f1359b01d79bd1e407dd5f,primitive.repo.scripts_acquisition_research_queue_py.const.py_const_scripts_acquisition_research_queue_root,mutator:core:output_field_wrapper@candidate,edge_c7930a0ed612a6c90f717983,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8b2f17714dd9ad81cdfad143,primitive.repo.scripts_acquisition_research_queue_py.const.py_const_scripts_acquisition_research_queue_default_queue,mutator:core:output_field_wrapper@candidate,edge_737d11538b05ba421ea7c81b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_a61e6dd2f8799d1daa280804,primitive.repo.scripts_acquisition_research_queue_py.const.py_const_scripts_acquisition_research_queue_default_tier,mutator:core:output_field_wrapper@candidate,edge_8fdd5d9f206f5f60e766c04b,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ae22992473e96be35ad26398,primitive.repo.scripts_acquisition_research_queue_py.const.py_const_scripts_acquisition_research_queue_default_acq_cost,mutator:core:output_field_wrapper@candidate,edge_905a9a9a4ff6e5b3eeaa3148,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_ebdd764787952cb24f185f2a,primitive.repo.scripts_acquisition_research_queue_py.function.py_function_scripts_acquisition_research_queue_process_area,mutator:core:output_field_wrapper@candidate,edge_9f124ffcd8a048e6d1446c89,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_e539f332b895760dc32296dd,primitive.repo.scripts_acquisition_research_queue_py.instance.py_inst_scripts_acquisition_research_queue_process_area_cell,mutator:core:output_field_wrapper@candidate,edge_a805d23210e44abc16a16d2a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_1663d7b085ea7ada851c60e3,primitive.repo.scripts_acquisition_research_queue_py.instance.py_inst_scripts_acquisition_research_queue_process_area_gap_signals,mutator:core:output_field_wrapper@candidate,edge_9d717afd41d54d3182f295ba,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_2e0a766b3d25e4b3a9f9437c,primitive.repo.scripts_acquisition_research_queue_py.instance.py_inst_scripts_acquisition_research_queue_process_area_cell_signals,mutator:core:output_field_wrapper@candidate,edge_7babe86484ee4ea30733b2e5,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_70de7b53b372dfd41ebb50f0,primitive.repo.scripts_acquisition_research_queue_py.function.py_function_scripts_acquisition_research_queue_load_areas,mutator:core:output_field_wrapper@candidate,edge_8131cb80942a248315a668a7,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_8fb002c08b2350b79b0f8c4b,primitive.repo.scripts_acquisition_research_queue_py.function.py_function_scripts_acquisition_research_queue_rank,mutator:core:output_field_wrapper@candidate,edge_ea8abb0035cde9f3f334ccda,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_50031ff2cfa716c7a7548948,primitive.repo.scripts_acquisition_research_queue_py.function.py_function_scripts_acquisition_research_queue_self_test,mutator:core:output_field_wrapper@candidate,edge_e0114d5fb56641d2c98102b1,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_f874a245d20325f3bdb75329,primitive.repo.scripts_acquisition_research_queue_py.function.py_function_scripts_acquisition_research_queue_main,mutator:core:output_field_wrapper@candidate,edge_a65fb319283512f233bf6915,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_c610d010873e373f04114ad2,primitive.repo.scripts_add_demo_voiceover_py.const.py_const_scripts_add_demo_voiceover_repo,mutator:core:output_field_wrapper@candidate,edge_4369a7cd379aa5796a0c617a,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_7facc77240dcc2c4f407c08c,primitive.repo.scripts_add_demo_voiceover_py.const.py_const_scripts_add_demo_voiceover_vid,mutator:core:output_field_wrapper@candidate,edge_7963653310095b05691e4dc2,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_b6acd31d77b47b528da8795a,primitive.repo.scripts_add_demo_voiceover_py.const.py_const_scripts_add_demo_voiceover_track,mutator:core:output_field_wrapper@candidate,edge_7b047ec13cf5991e293b6c4d,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
mutationoption_825def6fee8be750beb2fed4,primitive.repo.scripts_add_demo_voiceover_py.const.py_const_scripts_add_demo_voiceover_voice,mutator:core:output_field_wrapper@candidate,edge_b4d84552bc245382db16574f,"{""mutation"": ""output_field_wrapper""}",deterministic_edit_match,possible,0.5,precomputed_from_candidate_blocking_profile,false
