registry_record_id,registry_source_id,role,evidence_span,license_status
primitive.repo.scripts_check_auth_kit_realm_isolation_py.function.py_function_scripts_check_auth_kit_realm_isolation_self_test_ck,source_d43535c18469ffcd61987a5f,derived_from,"{""line"": 38, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.var.py_var_scripts_check_authority_rank_core_precedence_r,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 21, ""symbol"": ""_R""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.var.py_var_scripts_check_authority_rank_core_precedence_core_chain,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 32, ""symbol"": ""_CORE_CHAIN""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.var.py_var_scripts_check_authority_rank_core_precedence_maps,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 33, ""symbol"": ""_MAPS""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.var.py_var_scripts_check_authority_rank_core_precedence_tier_order,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 35, ""symbol"": ""_TIER_ORDER""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.function.py_function_scripts_check_authority_rank_core_precedence_self_test,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 39, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_authority_rank_core_precedence_py.function.py_function_scripts_check_authority_rank_core_precedence_self_test_ck,source_e817d1764d82486b52bcca06,derived_from,"{""line"": 42, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_baltor_context_environment_py.var.py_var_scripts_check_baltor_context_environment_repo,source_d77d05561cc2423104f33554,derived_from,"{""line"": 31, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_context_environment_py.var.py_var_scripts_check_baltor_context_environment_now,source_d77d05561cc2423104f33554,derived_from,"{""line"": 37, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_baltor_context_environment_py.var.py_var_scripts_check_baltor_context_environment_teleon_module,source_d77d05561cc2423104f33554,derived_from,"{""line"": 38, ""symbol"": ""_TELEON_MODULE""}",candidate
primitive.repo.scripts_check_baltor_context_environment_py.function.py_function_scripts_check_baltor_context_environment_self_test,source_d77d05561cc2423104f33554,derived_from,"{""line"": 41, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_context_environment_py.function.py_function_scripts_check_baltor_context_environment_self_test_check,source_d77d05561cc2423104f33554,derived_from,"{""line"": 44, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_baltor_design_system_py.instance.py_inst_scripts_check_baltor_design_system_repo,source_3caa4ee1172d29b024be193b,derived_from,"{""line"": 28, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_design_system_py.var.py_var_scripts_check_baltor_design_system_w,source_3caa4ee1172d29b024be193b,derived_from,"{""line"": 29, ""symbol"": ""_W""}",candidate
primitive.repo.scripts_check_baltor_design_system_py.function.py_function_scripts_check_baltor_design_system_self_test,source_3caa4ee1172d29b024be193b,derived_from,"{""line"": 32, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_design_system_py.function.py_function_scripts_check_baltor_design_system_self_test_check,source_3caa4ee1172d29b024be193b,derived_from,"{""line"": 35, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.instance.py_inst_scripts_check_baltor_engine_hero_ui_repo,source_d74f908c746c3470794e142a,derived_from,"{""line"": 28, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.var.py_var_scripts_check_baltor_engine_hero_ui_web,source_d74f908c746c3470794e142a,derived_from,"{""line"": 29, ""symbol"": ""_WEB""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.const.py_const_scripts_check_baltor_engine_hero_ui_canonical_titles,source_d74f908c746c3470794e142a,derived_from,"{""line"": 31, ""symbol"": ""CANONICAL_TITLES""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.const.py_const_scripts_check_baltor_engine_hero_ui_only_in_stages,source_d74f908c746c3470794e142a,derived_from,"{""line"": 33, ""symbol"": ""ONLY_IN_STAGES""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.function.py_function_scripts_check_baltor_engine_hero_ui_self_test,source_d74f908c746c3470794e142a,derived_from,"{""line"": 43, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_engine_hero_ui_py.function.py_function_scripts_check_baltor_engine_hero_ui_self_test_check,source_d74f908c746c3470794e142a,derived_from,"{""line"": 46, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.var.py_var_scripts_check_baltor_full_stack_perfect_repo,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 21, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.var.py_var_scripts_check_baltor_full_stack_perfect_matrix,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 22, ""symbol"": ""_MATRIX""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.const.py_const_scripts_check_baltor_full_stack_perfect_now,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 23, ""symbol"": ""NOW""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.function.py_function_scripts_check_baltor_full_stack_perfect_self_test,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 26, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.function.py_function_scripts_check_baltor_full_stack_perfect_self_test_check,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 29, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_baltor_full_stack_perfect_py.function.py_function_scripts_check_baltor_full_stack_perfect_main,source_8bc35a89af193bc6303a2e0f,derived_from,"{""line"": 82, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_repo,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 34, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_now,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 47, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_teleon_files,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 50, ""symbol"": ""_TELEON_FILES""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_key_patterns,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 55, ""symbol"": ""_KEY_PATTERNS""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_baltor_import,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 59, ""symbol"": ""_BALTOR_IMPORT""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.var.py_var_scripts_check_baltor_governed_blackboard_demo_source_handle,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 61, ""symbol"": ""_SOURCE_HANDLE""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.function.py_function_scripts_check_baltor_governed_blackboard_demo_self_test,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 64, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.function.py_function_scripts_check_baltor_governed_blackboard_demo_self_test_check,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 67, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_baltor_governed_blackboard_demo_py.function.py_function_scripts_check_baltor_governed_blackboard_demo_main,source_24e15f0153ecc3d5c6931230,derived_from,"{""line"": 143, ""symbol"": ""main""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.instance.py_inst_scripts_check_baltor_guided_demos_repo,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 30, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.var.py_var_scripts_check_baltor_guided_demos_page,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 31, ""symbol"": ""_PAGE""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.var.py_var_scripts_check_baltor_guided_demos_server,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 32, ""symbol"": ""_SERVER""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.var.py_var_scripts_check_baltor_guided_demos_leak,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 33, ""symbol"": ""_LEAK""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.function.py_function_scripts_check_baltor_guided_demos_self_test,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 36, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_baltor_guided_demos_py.function.py_function_scripts_check_baltor_guided_demos_self_test_check,source_95a48d55aa77f7fde1f98f8e,derived_from,"{""line"": 39, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_beam_py.var.py_var_scripts_check_beam_shard,source_4e3538f0d3ce954443694e7d,derived_from,"{""line"": 18, ""symbol"": ""_SHARD""}",candidate
primitive.repo.scripts_check_beam_py.function.py_function_scripts_check_beam_seed,source_4e3538f0d3ce954443694e7d,derived_from,"{""line"": 21, ""symbol"": ""_seed""}",candidate
primitive.repo.scripts_check_beam_py.function.py_function_scripts_check_beam_self_test,source_4e3538f0d3ce954443694e7d,derived_from,"{""line"": 27, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_beam_py.function.py_function_scripts_check_beam_self_test_ck,source_4e3538f0d3ce954443694e7d,derived_from,"{""line"": 29, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.var.py_var_scripts_check_blackboard_contracts_repo,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 46, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.var.py_var_scripts_check_blackboard_contracts_schema_dir,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 50, ""symbol"": ""_SCHEMA_DIR""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.var.py_var_scripts_check_blackboard_contracts_contracts,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 53, ""symbol"": ""_CONTRACTS""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.var.py_var_scripts_check_blackboard_contracts_serves_truth_false,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 70, ""symbol"": ""_SERVES_TRUTH_FALSE""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.var.py_var_scripts_check_blackboard_contracts_json_type_to_py,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 78, ""symbol"": ""_JSON_TYPE_TO_PY""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.function.py_function_scripts_check_blackboard_contracts_py_type_ok,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 90, ""symbol"": ""_py_type_ok""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.function.py_function_scripts_check_blackboard_contracts_validate_minimal,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 97, ""symbol"": ""_validate_minimal""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.function.py_function_scripts_check_blackboard_contracts_fixtures,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 137, ""symbol"": ""_fixtures""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.function.py_function_scripts_check_blackboard_contracts_self_test,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 256, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_blackboard_contracts_py.function.py_function_scripts_check_blackboard_contracts_self_test_check,source_ed062d8b30f3566908fdb75f,derived_from,"{""line"": 259, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_repo,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 27, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_brand,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 28, ""symbol"": ""_BRAND""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_pmap,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 29, ""symbol"": ""_PMAP""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_company_name,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 32, ""symbol"": ""_COMPANY_NAME""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_tagline,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 33, ""symbol"": ""_TAGLINE""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_domain,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 34, ""symbol"": ""_DOMAIN""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_superseded_name,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 35, ""symbol"": ""_SUPERSEDED_NAME""}",candidate
primitive.repo.scripts_check_brand_canonical_py.var.py_var_scripts_check_brand_canonical_abbrev_blocklist,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 38, ""symbol"": ""_ABBREV_BLOCKLIST""}",candidate
primitive.repo.scripts_check_brand_canonical_py.function.py_function_scripts_check_brand_canonical_looks_like_abbreviation,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 41, ""symbol"": ""_looks_like_abbreviation""}",candidate
primitive.repo.scripts_check_brand_canonical_py.function.py_function_scripts_check_brand_canonical_self_test,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 55, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_brand_canonical_py.function.py_function_scripts_check_brand_canonical_self_test_check,source_875ae797fa8810dd32a7723b,derived_from,"{""line"": 58, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_browser_escalation_ladder_py.const.py_const_scripts_check_browser_escalation_ladder_repo,source_aa610ea0a0a86320315cbf85,derived_from,"{""line"": 19, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_check_browser_escalation_ladder_py.function.py_function_scripts_check_browser_escalation_ladder_load,source_aa610ea0a0a86320315cbf85,derived_from,"{""line"": 22, ""symbol"": ""_load""}",candidate
primitive.repo.scripts_check_browser_escalation_ladder_py.function.py_function_scripts_check_browser_escalation_ladder_self_test,source_aa610ea0a0a86320315cbf85,derived_from,"{""line"": 26, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_browser_escalation_ladder_py.function.py_function_scripts_check_browser_escalation_ladder_self_test_ck,source_aa610ea0a0a86320315cbf85,derived_from,"{""line"": 33, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_builder_memory_capture_py.function.py_function_scripts_check_builder_memory_capture_self_test,source_34a5e8d2326aa283e3dd6ba3,derived_from,"{""line"": 16, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_builder_memory_capture_py.function.py_function_scripts_check_builder_memory_capture_self_test_chk,source_34a5e8d2326aa283e3dd6ba3,derived_from,"{""line"": 19, ""symbol"": ""chk""}",candidate
primitive.repo.scripts_check_builder_memory_capture_py.function.py_function_scripts_check_builder_memory_capture_main,source_34a5e8d2326aa283e3dd6ba3,derived_from,"{""line"": 64, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_repo,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 29, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_bundle,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 30, ""symbol"": ""BUNDLE""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_ident,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 31, ""symbol"": ""IDENT""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_site,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 32, ""symbol"": ""SITE""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_realm_reg,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 33, ""symbol"": ""REALM_REG""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.const.py_const_scripts_check_bundle_full_design_wiring_event_reg,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 34, ""symbol"": ""EVENT_REG""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.function.py_function_scripts_check_bundle_full_design_wiring_self_test,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 37, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_bundle_full_design_wiring_py.function.py_function_scripts_check_bundle_full_design_wiring_self_test_ck,source_106e2d859857c9f395d7408d,derived_from,"{""line"": 40, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_byo_compute_py.var.py_var_scripts_check_byo_compute_r,source_6c88cfa34d8022988089fda7,derived_from,"{""line"": 20, ""symbol"": ""_R""}",candidate
primitive.repo.scripts_check_byo_compute_py.var.py_var_scripts_check_byo_compute_matrix,source_6c88cfa34d8022988089fda7,derived_from,"{""line"": 28, ""symbol"": ""_MATRIX""}",candidate
primitive.repo.scripts_check_byo_compute_py.function.py_function_scripts_check_byo_compute_self_test,source_6c88cfa34d8022988089fda7,derived_from,"{""line"": 31, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_byo_compute_py.function.py_function_scripts_check_byo_compute_self_test_ck,source_6c88cfa34d8022988089fda7,derived_from,"{""line"": 33, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_byo_compute_py.function.py_function_scripts_check_byo_compute_main,source_6c88cfa34d8022988089fda7,derived_from,"{""line"": 87, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.var.py_var_scripts_check_candidate_open_hubs_repo,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 18, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.var.py_var_scripts_check_candidate_open_hubs_doc,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 19, ""symbol"": ""_DOC""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.var.py_var_scripts_check_candidate_open_hubs_req,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 20, ""symbol"": ""_REQ""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.var.py_var_scripts_check_candidate_open_hubs_key_re,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 22, ""symbol"": ""_KEY_RE""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.function.py_function_scripts_check_candidate_open_hubs_main,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 25, ""symbol"": ""main""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.function.py_function_scripts_check_candidate_open_hubs_main_ck,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 32, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_candidate_open_hubs_py.var.py_var_scripts_check_candidate_open_hubs_ap,source_ffcc4d85ddec7436b0c658ae,derived_from,"{""line"": 76, ""symbol"": ""ap""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_repo,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 32, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_catalog,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 33, ""symbol"": ""_CATALOG""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_required,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 35, ""symbol"": ""_REQUIRED""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_allowed_status,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 40, ""symbol"": ""_ALLOWED_STATUS""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_valid_binding_roles,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 41, ""symbol"": ""_VALID_BINDING_ROLES""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_allowed_validation_risk,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 45, ""symbol"": ""_ALLOWED_VALIDATION_RISK""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_license_confidence,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 46, ""symbol"": ""_LICENSE_CONFIDENCE""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_forbidden_dup_tokens,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 48, ""symbol"": ""_FORBIDDEN_DUP_TOKENS""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_required_tool_tokens,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 50, ""symbol"": ""_REQUIRED_TOOL_TOKENS""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_positioning_tokens,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 52, ""symbol"": ""_POSITIONING_TOKENS""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_key_re,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 54, ""symbol"": ""_KEY_RE""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 57, ""symbol"": ""main""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.function.py_function_scripts_check_capability_binding_landscape_main_check,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 70, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_capability_binding_landscape_py.var.py_var_scripts_check_capability_binding_landscape_ap,source_70fb6b51ed2d565a5237d9d2,derived_from,"{""line"": 182, ""symbol"": ""ap""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_repo,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 20, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_policy,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 39, ""symbol"": ""_POLICY""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_now,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 40, ""symbol"": ""_NOW""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_binding_module,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 41, ""symbol"": ""_BINDING_MODULE""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.var.py_var_scripts_check_capability_binding_provider_candidates,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 43, ""symbol"": ""_CANDIDATES""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 47, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_self_test_chk,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 50, ""symbol"": ""chk""}",candidate
primitive.repo.scripts_check_capability_binding_provider_py.function.py_function_scripts_check_capability_binding_provider_main,source_8c804b8d68fc219a89d8d861,derived_from,"{""line"": 187, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_repo,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 16, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.var.py_var_scripts_check_capability_contract_examples_min_examples,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 21, ""symbol"": ""_MIN_EXAMPLES""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 24, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_self_test_check,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 27, ""symbol"": ""check""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.instance.py_inst_scripts_check_capability_contract_examples_self_test_reg,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 32, ""symbol"": ""reg""}",candidate
primitive.repo.scripts_check_capability_contract_examples_py.function.py_function_scripts_check_capability_contract_examples_main,source_c0e90fabc4e118ad449f152b,derived_from,"{""line"": 65, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_r,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 19, ""symbol"": ""_R""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.instance.py_inst_scripts_check_capability_implementation_registry_repo,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 23, ""symbol"": ""_REPO""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_feed,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 24, ""symbol"": ""_FEED""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.var.py_var_scripts_check_capability_implementation_registry_key_re,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 25, ""symbol"": ""_KEY_RE""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 30, ""symbol"": ""_self_test""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_self_test_ck,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 33, ""symbol"": ""ck""}",candidate
primitive.repo.scripts_check_capability_implementation_registry_py.function.py_function_scripts_check_capability_implementation_registry_main,source_a8827d5e60299fbbdf490e5d,derived_from,"{""line"": 97, ""symbol"": ""_main""}",candidate
primitive.repo.scripts_check_capability_ladders_py.const.py_const_scripts_check_capability_ladders_repo,source_946f2512f9acc332f805574f,derived_from,"{""line"": 17, ""symbol"": ""REPO""}",candidate
primitive.repo.scripts_check_capability_ladders_py.function.py_function_scripts_check_capability_ladders_load,source_946f2512f9acc332f805574f,derived_from,"{""line"": 20, ""symbol"": ""_load""}",candidate
